기업명,연도,매출액,영업이익,보고서유형
대한해운,2018,628782661543.0,65702288216.0,사업보고서
대한해운,2019,493298525158.0,70033747330.0,반기보고서
대한해운,2019,512358723967.0,58749858492.0,사업보고서
대한해운,2020,441508890844.0,69165202803.0,반기보고서
대한해운,2020,442569378497.0,76772595704.0,사업보고서
대한해운,2021,493955776069.0,86423258803.0,반기보고서
대한해운,2021,659887283374.0,117497830539.0,사업보고서
대한해운,2022,778946778432.0,142276260233.0,반기보고서
대한해운,2022,833067685752.0,125395570418.0,사업보고서
대한해운,2023,698295948442.0,125144117803.0,반기보고서
대한해운,2023,699069443432.0,124813152759.0,사업보고서
대한해운,2024,923665400832.0,198920111582.0,반기보고서
대한해운,2024,823521195085.0,129715016078.0,사업보고서
대한화섬,2016,51474266297.0,-31016319.0,반기보고서
대한화섬,2016,53155007576.0,-1954497581.0,사업보고서
대한화섬,2017,55546454390.0,2424159279.0,반기보고서
대한화섬,2017,55292903601.0,3324452934.0,사업보고서
대한화섬,2018,51432985206.0,2377694623.0,반기보고서
대한화섬,2018,56227526653.0,-158872325.0,사업보고서
대한화섬,2019,55102125416.0,2653580528.0,반기보고서
대한화섬,2019,59133908277.0,2224555805.0,사업보고서
대한화섬,2020,46119274876.0,3904142304.0,반기보고서
대한화섬,2020,40773984192.0,-905514395.0,사업보고서
대한화섬,2021,52504837204.0,3584096322.0,반기보고서
대한화섬,2021,64842037453.0,-427229270.0,사업보고서
대한화섬,2022,75486000242.0,4159531672.0,반기보고서
대한화섬,2022,75378212022.0,2223430019.0,사업보고서
대한화섬,2023,70249702951.0,4382893552.0,반기보고서
대한화섬,2023,64157668844.0,-1990403151.0,사업보고서
대한화섬,2024,67070389014.0,1872064547.0,반기보고서
대한화섬,2024,56715284916.0,-3414540837.0,사업보고서
대현,2016,133700932821.0,6911657189.0,반기보고서
대현,2016,146472450495.0,9148597802.0,사업보고서
대현,2017,136471336101.0,6099124347.0,반기보고서
대현,2017,147223037112.0,7782879256.0,사업보고서
대현,2018,135611561714.0,9374523618.0,반기보고서
대현,2018,150704720050.0,8525734276.0,사업보고서
대현,2019,143783232519.0,10518267856.0,반기보고서
대현,2019,155800745752.0,9725942532.0,사업보고서
대현,2020,120782275900.0,3503281534.0,반기보고서
대현,2020,132416669720.0,3627780167.0,사업보고서
대현,2021,135037529755.0,8592064875.0,반기보고서
대현,2021,152858911301.0,13822709116.0,사업보고서
대현,2022,151787636803.0,14595998681.0,반기보고서
대현,2022,167517642790.0,15599183292.0,사업보고서
대현,2023,141133336431.0,12477119978.0,반기보고서
대현,2023,154170174665.0,8854833299.0,사업보고서
대현,2024,133711795975.0,10900451165.0,반기보고서
대현,2024,125572936086.0,3472061296.0,사업보고서
대호에이엘,2016,56993984970.0,-158407079.0,반기보고서
대호에이엘,2016,60652240010.0,59595101.0,사업보고서
대호에이엘,2017,62591868353.0,2376605115.0,반기보고서
대호에이엘,2017,63727822445.0,-644507754.0,사업보고서
대호에이엘,2018,64732754526.0,115308097.0,반기보고서
대호에이엘,2018,67678577702.0,2086339763.0,사업보고서
대호에이엘,2019,58539785804.0,560259273.0,반기보고서
대호에이엘,2019,58996961354.0,-1510004361.0,사업보고서
대호에이엘,2020,53352520095.0,401827828.0,반기보고서
대호에이엘,2020,68073921421.0,2190218303.0,사업보고서
대호에이엘,2021,69548100609.0,2837885770.0,반기보고서
대호에이엘,2021,73853657663.0,-1018015050.0,사업보고서
대호에이엘,2022,88030821089.0,5849767201.0,반기보고서
대호에이엘,2022,86005919652.0,3490619782.0,사업보고서
대호에이엘,2023,96750426124.0,4028283442.0,반기보고서
대호에이엘,2023,84818291097.0,4330740708.0,사업보고서
대호에이엘,2024,86418379669.0,3188458357.0,반기보고서
대호에이엘,2024,82114451585.0,2638465119.0,사업보고서
더존비즈온,2016,84468493623.0,17707139229.0,반기보고서
더존비즈온,2016,92298502138.0,20705012037.0,사업보고서
더존비즈온,2017,95273607061.0,21537599170.0,반기보고서
더존비즈온,2017,110332267563.0,30147228787.0,사업보고서
더존비즈온,2018,107483933592.0,23906283548.0,반기보고서
더존비즈온,2018,119449248765.0,30096693681.0,사업보고서
더존비즈온,2019,124546204669.0,29079121055.0,반기보고서
더존비즈온,2019,138117403760.0,37717027438.0,사업보고서
더존비즈온,2020,144348953328.0,33881583207.0,반기보고서
더존비즈온,2020,162106679651.0,42847086226.0,사업보고서
더존비즈온,2021,156473031698.0,37943855676.0,반기보고서
더존비즈온,2021,162273953922.0,33229208922.0,사업보고서
더존비즈온,2022,150543059465.0,26427890605.0,반기보고서
더존비즈온,2022,153759881804.0,19105722693.0,사업보고서
더존비즈온,2023,165794610247.0,30584538820.0,반기보고서
더존비즈온,2023,187768016926.0,38485700857.0,사업보고서
더존비즈온,2024,193835259350.0,38532771056.0,반기보고서
더존비즈온,2024,208497131893.0,49531275003.0,사업보고서
덕성,2016,50958332044.0,2321597694.0,반기보고서
덕성,2016,52850271599.0,1051820625.0,사업보고서
덕성,2017,54703271402.0,1264169981.0,반기보고서
덕성,2017,46002922667.0,504786073.0,사업보고서
덕성,2018,39854401732.0,-2372452877.0,반기보고서
덕성,2018,43891647229.0,101708551.0,사업보고서
덕성,2019,38390093420.0,-581475772.0,반기보고서
덕성,2019,48336753341.0,1051774017.0,사업보고서
덕성,2020,51982293853.0,2157962345.0,반기보고서
덕성,2020,65699997795.0,3406692674.0,사업보고서
덕성,2021,53617272905.0,1909882248.0,반기보고서
덕성,2021,61559590642.0,2069222395.0,사업보고서
덕성,2022,69479463653.0,4156098912.0,반기보고서
덕성,2022,63818315678.0,1092285534.0,사업보고서
덕성,2023,53225791418.0,3200288677.0,반기보고서
덕성,2023,54706909311.0,1889777533.0,사업보고서
덕성,2024,55710244925.0,3621120708.0,반기보고서
덕성,2024,69743232676.0,5289380620.0,사업보고서
도화엔지니어링,2016,135120554254.0,5255708381.0,반기보고서
도화엔지니어링,2016,189617379027.0,9615060853.0,사업보고서
도화엔지니어링,2017,213916653117.0,8730069769.0,반기보고서
도화엔지니어링,2017,185033400176.0,7774719004.0,사업보고서
도화엔지니어링,2018,197619943663.0,8021536430.0,반기보고서
도화엔지니어링,2018,204852638715.0,9269008160.0,사업보고서
도화엔지니어링,2019,256235903536.0,13789254386.0,반기보고서
도화엔지니어링,2019,259891772847.0,13279958630.0,사업보고서
도화엔지니어링,2020,267648759684.0,10648551018.0,반기보고서
도화엔지니어링,2020,307274229049.0,13362074891.0,사업보고서
도화엔지니어링,2021,257564707890.0,4981962826.0,반기보고서
도화엔지니어링,2021,319827952344.0,15003511421.0,사업보고서
도화엔지니어링,2022,252591106155.0,5045114246.0,반기보고서
도화엔지니어링,2022,303233145803.0,6894782576.0,사업보고서
도화엔지니어링,2023,260916561824.0,5730062363.0,반기보고서
도화엔지니어링,2023,314074137997.0,16161906990.0,사업보고서
도화엔지니어링,2024,275499822225.0,7318587011.0,반기보고서
도화엔지니어링,2024,307286849499.0,-20705461650.0,사업보고서
동국홀딩스,2016,2649284034000.0,174185811000.0,반기보고서
동국홀딩스,2016,2357299103000.0,82407551000.0,사업보고서
동국홀딩스,2017,3023659411000.0,111953375000.0,반기보고서
동국홀딩스,2017,3025689471989.0,129371928327.0,사업보고서
동국홀딩스,2018,2913155248794.0,52884785243.0,반기보고서
동국홀딩스,2018,3051775622099.0,92076318481.0,사업보고서
동국홀딩스,2019,2869800223323.0,127505117422.0,반기보고서
동국홀딩스,2019,2788631236066.0,37050057854.0,사업보고서
동국홀딩스,2020,2530276434074.0,155969504142.0,반기보고서
동국홀딩스,2020,2675915127239.0,138728144867.0,사업보고서
동국홀딩스,2021,3213775933087.0,316413067877.0,반기보고서
동국홀딩스,2021,4026520598018.0,486602352548.0,사업보고서
동국홀딩스,2022,4444628786156.0,499481046727.0,반기보고서
동국홀딩스,2022,4066497496927.0,244012045216.0,사업보고서
동국홀딩스,2023,935296364965.0,50441885619.0,반기보고서
동국홀딩스,2023,905817334362.0,9620750476.0,사업보고서
동국홀딩스,2024,946190546877.0,39187269756.0,반기보고서
동국홀딩스,2024,1053235541437.0,18815831949.0,사업보고서
동남합성,2016,42848403310.0,3658836726.0,반기보고서
동남합성,2016,61379991502.0,4394341573.0,사업보고서
동남합성,2017,70415782112.0,-868602342.0,반기보고서
동남합성,2017,67022813137.0,1763415651.0,사업보고서
동남합성,2018,73547415095.0,5075568554.0,반기보고서
동남합성,2018,65719393521.0,2898015756.0,사업보고서
동남합성,2019,63280286359.0,5039114662.0,반기보고서
동남합성,2019,62777053759.0,4789501523.0,사업보고서
동남합성,2020,62066350027.0,7210948090.0,반기보고서
동남합성,2020,62861978034.0,6283416860.0,사업보고서
동남합성,2021,80195699981.0,9044688172.0,반기보고서
동남합성,2021,80100273327.0,5861718381.0,사업보고서
동남합성,2022,97624940545.0,7638219817.0,반기보고서
동남합성,2022,95775756954.0,5822854999.0,사업보고서
동남합성,2023,79884684521.0,3361983464.0,반기보고서
동남합성,2023,86837076942.0,4700702685.0,사업보고서
동남합성,2024,91564323676.0,4915743009.0,반기보고서
동남합성,2024,94834596366.0,4018843798.0,사업보고서
동방,2016,294372085544.0,13045527465.0,반기보고서
동방,2016,280712692942.0,28774640951.0,사업보고서
동방,2017,260401126967.0,5538703989.0,반기보고서
동방,2017,245737244585.0,9611657566.0,사업보고서
동방,2018,248710675463.0,5696308692.0,반기보고서
동방,2018,277726593454.0,8465191687.0,사업보고서
동방,2019,304944984366.0,9518266943.0,반기보고서
동방,2019,328102847273.0,11426727931.0,사업보고서
동방,2020,306536547778.0,8923138555.0,반기보고서
동방,2020,285517937368.0,15667249774.0,사업보고서
동방,2021,284950440827.0,12357115362.0,반기보고서
동방,2021,310996893325.0,15418048555.0,사업보고서
동방,2022,369480852609.0,11108189089.0,반기보고서
동방,2022,389052429233.0,16459588327.0,사업보고서
동방,2023,384549260344.0,15567825646.0,반기보고서
동방,2023,383245379788.0,19621877022.0,사업보고서
동방,2024,430691690522.0,17838288678.0,반기보고서
동방,2024,440957989740.0,21200293702.0,사업보고서
동방아그로,2016,96011521368.0,15221713240.0,반기보고서
동방아그로,2016,19834625771.0,-9138254318.0,사업보고서
동방아그로,2017,99085940246.0,15272227024.0,반기보고서
동방아그로,2017,21162654670.0,-8617039719.0,사업보고서
동방아그로,2018,99793087849.0,16309769129.0,반기보고서
동방아그로,2018,21315406654.0,-9479282106.0,사업보고서
동방아그로,2019,96776413558.0,16825720436.0,반기보고서
동방아그로,2019,27868366748.0,-9026583445.0,사업보고서
동방아그로,2020,99639868353.0,16241544087.0,반기보고서
동방아그로,2020,29881816733.0,-6899295552.0,사업보고서
동방아그로,2021,107207312277.0,16830645237.0,반기보고서
동방아그로,2021,26858621864.0,-8632973825.0,사업보고서
동방아그로,2022,117191633367.0,18646737383.0,반기보고서
동방아그로,2022,29531215239.0,-9309506173.0,사업보고서
동방아그로,2023,133646519248.0,24007743595.0,반기보고서
동방아그로,2023,30628806860.0,-10419071232.0,사업보고서
동방아그로,2024,139014807391.0,22544899542.0,반기보고서
동방아그로,2024,31233497201.0,-7934324840.0,사업보고서
동부건설,2016,287077632244.0,11138185201.0,반기보고서
동부건설,2016,298446271269.0,4961510013.0,사업보고서
동부건설,2017,304981715116.0,17527501158.0,반기보고서
동부건설,2017,396506996196.0,8038367264.0,사업보고서
동부건설,2018,356465721061.0,11982337774.0,반기보고서
동부건설,2018,541685608820.0,19840008458.0,사업보고서
동부건설,2019,478911632731.0,16526372183.0,반기보고서
동부건설,2019,676456719415.0,38945747153.0,사업보고서
동부건설,2020,603798716898.0,30260697283.0,반기보고서
동부건설,2020,610830253825.0,21874167168.0,사업보고서
동부건설,2021,561907666415.0,28391866235.0,반기보고서
동부건설,2021,582965157190.0,32859362710.0,사업보고서
동부건설,2022,609368019868.0,25023444205.0,반기보고서
동부건설,2022,851840927465.0,16229937014.0,사업보고서
동부건설,2023,887767204472.0,10136098032.0,반기보고서
동부건설,2023,1012212321798.0,20020065209.0,사업보고서
동부건설,2024,864286208773.0,-58722669031.0,반기보고서
동부건설,2024,824082948049.0,-38217600940.0,사업보고서
동성제약,2016,40646734839.0,32459733.0,반기보고서
동성제약,2016,39074120149.0,-2322078492.0,사업보고서
동성제약,2017,41587871319.0,1255507790.0,반기보고서
동성제약,2017,40797362440.0,-300374575.0,사업보고서
동성제약,2018,44253817208.0,-892896731.0,반기보고서
동성제약,2018,47658868516.0,-914361172.0,사업보고서
동성제약,2019,43993023238.0,-2012000393.0,반기보고서
동성제약,2019,42543732082.0,-5519757282.0,사업보고서
동성제약,2020,48900129505.0,376691572.0,반기보고서
동성제약,2020,38899797590.0,-4047463903.0,사업보고서
동성제약,2021,45270470591.0,-1621984179.0,반기보고서
동성제약,2021,39137187190.0,-3677065049.0,사업보고서
동성제약,2022,45287137529.0,-3941551054.0,반기보고서
동성제약,2022,48041057305.0,844565858.0,사업보고서
동성제약,2023,44807186788.0,1033397467.0,반기보고서
동성제약,2023,43786401912.0,-436994662.0,사업보고서
동성제약,2024,44449821107.0,-1886042944.0,반기보고서
동성제약,2024,43998413026.0,-4707260252.0,사업보고서
동성케미컬,2016,444042157847.0,44677583144.0,반기보고서
동성케미컬,2016,,20361940387.0,사업보고서
동성케미컬,2017,4.30530136925e+17,8038294133000000.0,반기보고서
동성케미컬,2017,-4.305293095886127e+17,-8038290478490132.0,사업보고서
동성케미컬,2018,392114537211.0,9296477294.0,반기보고서
동성케미컬,2018,420958587708.0,-1518847942.0,사업보고서
동성케미컬,2019,410043751624.0,32131454689.0,반기보고서
동성케미컬,2019,439742392608.0,19694277697.0,사업보고서
동성케미컬,2020,440835629147.0,34672151203.0,반기보고서
동성케미컬,2020,441215211425.0,26501495431.0,사업보고서
동성케미컬,2021,467116805142.0,31428612512.0,반기보고서
동성케미컬,2021,458861714901.0,13891442108.0,사업보고서
동성케미컬,2022,573699199954.0,25875842945.0,반기보고서
동성케미컬,2022,566424419980.0,29494500131.0,사업보고서
동성케미컬,2023,577175662464.0,37327423850.0,반기보고서
동성케미컬,2023,540823191050.0,44272442114.0,사업보고서
동성케미컬,2024,505652444295.0,42667550943.0,반기보고서
동성케미컬,2024,560665668849.0,48362364872.0,사업보고서
동아쏘시오홀딩스,2016,402593759161.0,54849415607.0,반기보고서
동아쏘시오홀딩스,2016,323571745357.0,21149246569.0,사업보고서
동아쏘시오홀딩스,2017,334134133018.0,26429049586.0,반기보고서
동아쏘시오홀딩스,2017,356130448689.0,26945367948.0,사업보고서
동아쏘시오홀딩스,2018,348504427822.0,26507489627.0,반기보고서
동아쏘시오홀딩스,2018,358991496421.0,24041282170.0,사업보고서
동아쏘시오홀딩스,2019,359979497507.0,20533011016.0,반기보고서
동아쏘시오홀딩스,2019,409706107580.0,32290144814.0,사업보고서
동아쏘시오홀딩스,2020,381438710232.0,23018629400.0,반기보고서
동아쏘시오홀딩스,2020,401876952237.0,27591292757.0,사업보고서
동아쏘시오홀딩스,2021,409435226342.0,23825934180.0,반기보고서
동아쏘시오홀딩스,2021,472508857690.0,37738253850.0,사업보고서
동아쏘시오홀딩스,2022,484303781585.0,12227859785.0,반기보고서
동아쏘시오홀딩스,2022,530557116374.0,25626967352.0,사업보고서
동아쏘시오홀딩스,2023,540430549043.0,36101372428.0,반기보고서
동아쏘시오홀딩스,2023,591572311357.0,40780350620.0,사업보고서
동아쏘시오홀딩스,2024,629410970622.0,37859606096.0,반기보고서
동아쏘시오홀딩스,2024,703818666044.0,44235058828.0,사업보고서
동아에스티,2016,308066535931.0,21276924005.0,반기보고서
동아에스티,2016,252468862556.0,-6434064323.0,사업보고서
동아에스티,2017,265839617123.0,8510814412.0,반기보고서
동아에스티,2017,289187164119.0,15357552482.0,사업보고서
동아에스티,2018,288308683536.0,30791634739.0,반기보고서
동아에스티,2018,279125077320.0,8643737056.0,사업보고서
동아에스티,2019,294316742691.0,30314344733.0,반기보고서
동아에스티,2019,317993859143.0,26247188426.0,사업보고서
동아에스티,2020,312914650256.0,43572639125.0,반기보고서
동아에스티,2020,273813476714.0,-9578452681.0,사업보고서
동아에스티,2021,288441113645.0,8788760197.0,반기보고서
동아에스티,2021,304786802096.0,6830198063.0,사업보고서
동아에스티,2022,319561567663.0,12540378734.0,반기보고서
동아에스티,2022,315831115069.0,4132362347.0,사업보고서
동아에스티,2023,316321033009.0,7492807586.0,반기보고서
동아에스티,2023,347659335100.0,3685654788.0,사업보고서
동아에스티,2024,327746263185.0,-22081723570.0,반기보고서
동아에스티,2024,370122808266.0,-2920307283.0,사업보고서
동아지질,2016,145546001270.0,4178626692.0,반기보고서
동아지질,2016,177628630892.0,8351549763.0,사업보고서
동아지질,2017,168483137544.0,9568202066.0,반기보고서
동아지질,2017,171241107699.0,10765272637.0,사업보고서
동아지질,2018,185609965746.0,13656017037.0,반기보고서
동아지질,2018,175124259473.0,12410732170.0,사업보고서
동아지질,2019,188917059719.0,12406882272.0,반기보고서
동아지질,2019,191986350722.0,10509414602.0,사업보고서
동아지질,2020,159434052546.0,3406544111.0,반기보고서
동아지질,2020,155213693967.0,-169279134.0,사업보고서
동아지질,2021,150879351227.0,1706558708.0,반기보고서
동아지질,2021,138603025499.0,2318895542.0,사업보고서
동아지질,2022,136278039062.0,-6960099251.0,반기보고서
동아지질,2022,130004741224.0,-23610027788.0,사업보고서
동아지질,2023,171573265399.0,4848019807.0,반기보고서
동아지질,2023,173390866091.0,2845083141.0,사업보고서
동아지질,2024,185439414296.0,3763149248.0,반기보고서
동아지질,2024,208053748378.0,5848575642.0,사업보고서
동양,2016,209272150370.0,4913830807.0,반기보고서
동양,2016,230629368176.0,2738610632.0,사업보고서
동양,2017,237724105163.0,8032946365.0,반기보고서
동양,2017,245363694581.0,-1233144184.0,사업보고서
동양,2018,254628388599.0,6583698151.0,반기보고서
동양,2018,275116804154.0,-5866554965.0,사업보고서
동양,2019,253740949664.0,-6290149573.0,반기보고서
동양,2019,285344194343.0,-13827991143.0,사업보고서
동양,2020,288789231990.0,1018662919.0,반기보고서
동양,2020,314340290494.0,-16298351775.0,사업보고서
동양,2021,329660709257.0,1081313359.0,반기보고서
동양,2021,369908748914.0,6536639697.0,사업보고서
동양,2022,354912846085.0,-233498469.0,반기보고서
동양,2022,412768691508.0,8158363459.0,사업보고서
동양,2023,425244602222.0,21339933306.0,반기보고서
동양,2023,441082406299.0,5208692608.0,사업보고서
동양,2024,403410863309.0,10183884381.0,반기보고서
동양,2024,346997483227.0,-11104501280.0,사업보고서
동양고속,2016,68140340924.0,7586072325.0,반기보고서
동양고속,2016,87386089513.0,10166807918.0,사업보고서
동양고속,2017,67322208276.0,4348144145.0,반기보고서
동양고속,2017,74548630934.0,1506886545.0,사업보고서
동양고속,2018,65278866475.0,1180306884.0,반기보고서
동양고속,2018,66994126235.0,1826760617.0,사업보고서
동양고속,2019,68678466692.0,6236952510.0,반기보고서
동양고속,2019,71794950398.0,3734193250.0,사업보고서
동양고속,2020,43322902619.0,-10624100533.0,반기보고서
동양고속,2020,40218384635.0,-11498896699.0,사업보고서
동양고속,2021,38476888559.0,-12104112351.0,반기보고서
동양고속,2021,42699036883.0,-9919281695.0,사업보고서
동양고속,2022,46897292473.0,-9052917879.0,반기보고서
동양고속,2022,57531722313.0,-2164054194.0,사업보고서
동양고속,2023,57437461371.0,-307667566.0,반기보고서
동양고속,2023,62533254315.0,19786441.0,사업보고서
동양고속,2024,59837588140.0,-1603048668.0,반기보고서
동양고속,2024,61882991772.0,72296358.0,사업보고서
동양생명,2023,,,사업보고서
동양생명,2024,,,반기보고서
동양생명,2024,,,사업보고서
동원산업,2016,779771458838.0,63919919354.0,반기보고서
동원산업,2016,796614086531.0,87526954401.0,사업보고서
동원산업,2017,1141801151410.0,81954620447.0,반기보고서
동원산업,2017,1239266080455.0,142634886491.0,사업보고서
동원산업,2018,1202438397682.0,99917535879.0,반기보고서
동원산업,2018,1242171742123.0,77765051980.0,사업보고서
동원산업,2019,1343000638078.0,115399567015.0,반기보고서
동원산업,2019,1339594446529.0,78175628370.0,사업보고서
동원산업,2020,1465461009041.0,152287725890.0,반기보고서
동원산업,2020,1391870297360.0,154208692315.0,사업보고서
동원산업,2021,1346907190676.0,127405577147.0,반기보고서
동원산업,2021,1455311673084.0,133321261441.0,사업보고서
동원산업,2022,1672291837422.0,179621138204.0,반기보고서
동원산업,2022,7353966530060.0,314811611758.0,사업보고서
동원산업,2023,4461994981721.0,219552753104.0,반기보고서
동원산업,2023,4486575776243.0,245180873522.0,사업보고서
동원산업,2024,4384729926444.0,194782747331.0,반기보고서
동원산업,2024,4559502013282.0,306537193063.0,사업보고서
동원수산,2016,69247324530.0,686555514.0,반기보고서
동원수산,2016,63874805942.0,654354108.0,사업보고서
동원수산,2017,89798447956.0,4132196771.0,반기보고서
동원수산,2017,71904002221.0,2483683643.0,사업보고서
동원수산,2018,87440218136.0,5980379715.0,반기보고서
동원수산,2018,54580821720.0,-981023029.0,사업보고서
동원수산,2019,83795272143.0,13432572017.0,반기보고서
동원수산,2019,80190171054.0,1716646143.0,사업보고서
동원수산,2020,70505144283.0,4061027120.0,반기보고서
동원수산,2020,74865594978.0,-6154054713.0,사업보고서
동원수산,2021,69014708956.0,1725177805.0,반기보고서
동원수산,2021,75604380067.0,4501888482.0,사업보고서
동원수산,2022,91001504013.0,5446818686.0,반기보고서
동원수산,2022,86037336943.0,353824604.0,사업보고서
동원수산,2023,69847747415.0,-6025409739.0,반기보고서
동원수산,2023,72097154769.0,-13374752822.0,사업보고서
동원수산,2024,96219096794.0,5040410886.0,반기보고서
동원수산,2024,87431302511.0,283636953.0,사업보고서
동원시스템즈,2016,618176062661.0,57771334999.0,반기보고서
동원시스템즈,2016,682582660289.0,69104028972.0,사업보고서
동원시스템즈,2017,618107322285.0,54823950849.0,반기보고서
동원시스템즈,2017,665086025859.0,47821133755.0,사업보고서
동원시스템즈,2018,512120361988.0,37608646085.0,반기보고서
동원시스템즈,2018,514198560653.0,41190459985.0,사업보고서
동원시스템즈,2019,518592406639.0,47505226781.0,반기보고서
동원시스템즈,2019,523760178414.0,27682892841.0,사업보고서
동원시스템즈,2020,525297798047.0,45619340735.0,반기보고서
동원시스템즈,2020,553241745938.0,52052975138.0,사업보고서
동원시스템즈,2021,607904021480.0,41356392042.0,반기보고서
동원시스템즈,2021,642978248831.0,48641043661.0,사업보고서
동원시스템즈,2022,708007482850.0,48483259352.0,반기보고서
동원시스템즈,2022,728991968712.0,43356168422.0,사업보고서
동원시스템즈,2023,662212759072.0,43260379701.0,반기보고서
동원시스템즈,2023,614437887342.0,37590876758.0,사업보고서
동원시스템즈,2024,653458320483.0,46375753831.0,반기보고서
동원시스템즈,2024,680798711180.0,45528803934.0,사업보고서
동일고무벨트,2016,117398714248.0,11683723506.0,반기보고서
동일고무벨트,2016,117048900827.0,10053411071.0,사업보고서
동일고무벨트,2017,135308314353.0,-1421862841.0,반기보고서
동일고무벨트,2017,124476701736.0,8147128696.0,사업보고서
동일고무벨트,2018,129877764679.0,4724976143.0,반기보고서
동일고무벨트,2018,133081139778.0,7381666040.0,사업보고서
동일고무벨트,2019,123340591555.0,7193315624.0,반기보고서
동일고무벨트,2019,138569381917.0,7253664692.0,사업보고서
동일고무벨트,2020,119362054290.0,10981747846.0,반기보고서
동일고무벨트,2020,123819747419.0,3803323055.0,사업보고서
동일고무벨트,2021,140187672649.0,3991583670.0,반기보고서
동일고무벨트,2021,137324860620.0,-3120014870.0,사업보고서
동일고무벨트,2022,184918959568.0,-503293378.0,반기보고서
동일고무벨트,2022,205520890245.0,8582132752.0,사업보고서
동일고무벨트,2023,180770153583.0,8116546325.0,반기보고서
동일고무벨트,2023,177006252842.0,5572754112.0,사업보고서
동일고무벨트,2024,180420151303.0,8685283234.0,반기보고서
동일고무벨트,2024,156563011259.0,901460466.0,사업보고서
동일산업,2016,147734820460.0,5909530124.0,반기보고서
동일산업,2016,156624417556.0,6369992831.0,사업보고서
동일산업,2017,187659380351.0,11946485539.0,반기보고서
동일산업,2017,191404439640.0,11515489668.0,사업보고서
동일산업,2018,198179858782.0,13610103184.0,반기보고서
동일산업,2018,192850546584.0,3693809876.0,사업보고서
동일산업,2019,186327833032.0,3364875555.0,반기보고서
동일산업,2019,168363436642.0,-4343943820.0,사업보고서
동일산업,2020,170493065775.0,1126119076.0,반기보고서
동일산업,2020,162790241479.0,857049525.0,사업보고서
동일산업,2021,215484695341.0,16171106036.0,반기보고서
동일산업,2021,248934462484.0,25877700857.0,사업보고서
동일산업,2022,266725321562.0,20639169512.0,반기보고서
동일산업,2022,231325193437.0,1951697781.0,사업보고서
동일산업,2023,226733984312.0,-746709509.0,반기보고서
동일산업,2023,214427276852.0,-3491918200.0,사업보고서
동일산업,2024,224292769895.0,2010523338.0,반기보고서
동일산업,2024,191503870309.0,-6169248385.0,사업보고서
동화약품,2016,121743387995.0,8672499391.0,반기보고서
동화약품,2016,115727446806.0,2586834511.0,사업보고서
동화약품,2017,127595616707.0,8946859614.0,반기보고서
동화약품,2017,131285999868.0,2040448573.0,사업보고서
동화약품,2018,156301698009.0,6250813023.0,반기보고서
동화약품,2018,150300891020.0,4974967012.0,사업보고서
동화약품,2019,149592013394.0,1424171157.0,반기보고서
동화약품,2019,157558012392.0,8493575099.0,사업보고서
동화약품,2020,136836969861.0,8930240130.0,반기보고서
동화약품,2020,135238413938.0,14223131026.0,사업보고서
동화약품,2021,147629585339.0,12318958882.0,반기보고서
동화약품,2021,145388526689.0,10177392094.0,사업보고서
동화약품,2022,172512293351.0,19146613630.0,반기보고서
동화약품,2022,167914033949.0,10768464252.0,사업보고서
동화약품,2023,189410170185.0,17647253518.0,반기보고서
동화약품,2023,171698391823.0,1128626603.0,사업보고서
동화약품,2024,234047896826.0,11151229983.0,반기보고서
동화약품,2024,230826838419.0,2259962962.0,사업보고서
두산,2016,7960351206081.0,557898189116.0,반기보고서
두산,2016,8450341339438.0,359344431167.0,사업보고서
두산,2017,8674710595075.0,654837932689.0,반기보고서
두산,2017,8905785449563.0,429571199536.0,사업보고서
두산,2018,9054011830714.0,789093379056.0,반기보고서
두산,2018,9100690735456.0,425686745621.0,사업보고서
두산,2019,9606976229097.0,811367008981.0,반기보고서
두산,2019,8839516581171.0,291956338293.0,사업보고서
두산,2020,8636290168280.0,98781864592.0,반기보고서
두산,2020,8444458683426.0,431359592906.0,사업보고서
두산,2021,6810311134114.0,572479294825.0,반기보고서
두산,2021,6393841941866.0,373451932122.0,사업보고서
두산,2022,7703259462128.0,554446361885.0,반기보고서
두산,2022,9292500640882.0,571582364537.0,사업보고서
두산,2023,9319461916954.0,850197554627.0,반기보고서
두산,2023,9810667964949.0,586064649824.0,사업보고서
두산,2024,9054557699866.0,684626207065.0,반기보고서
두산,2024,9078316300134.0,319132792935.0,사업보고서
두산에너빌리티,2016,6772393164357.0,482941852353.0,반기보고서
두산에너빌리티,2016,7120287347826.0,308230969850.0,사업보고서
두산에너빌리티,2017,7262549710996.0,542782067415.0,반기보고서
두산에너빌리티,2017,7256296217730.0,287449968310.0,사업보고서
두산에너빌리티,2018,7407064612111.0,666870790413.0,반기보고서
두산에너빌리티,2018,7336535412609.0,333724925420.0,사업보고서
두산에너빌리티,2019,7806377792303.0,707695788714.0,반기보고서
두산에너빌리티,2019,7764051057044.0,210654434073.0,사업보고서
두산에너빌리티,2020,7441784364943.0,6175802511.0,반기보고서
두산에너빌리티,2020,7802040300426.0,403060330640.0,사업보고서
두산에너빌리티,2021,5652119319203.0,507792948752.0,반기보고서
두산에너빌리티,2021,5631491289790.0,370089845349.0,사업보고서
두산에너빌리티,2022,6838965608637.0,519844554841.0,반기보고서
두산에너빌리티,2022,8582092473751.0,586276313396.0,사업보고서
