기업명,연도,보고서유형,매출액,영업이익,매출액증감율,영업이익증감율
대영포장,2017,사업보고서,160495517366.0,-2493631830.0,5.884691651274012,886.9556962406829
대영포장,2018,반기보고서,155724330050.0,4855416914.0,-2.9727854050400704,-294.71266189283443
대영포장,2018,사업보고서,144332505891.0,4652576926.0,-7.315378499520474,-4.177601874210549
대영포장,2019,반기보고서,135909564724.0,7709774283.0,-5.835789460595253,65.70976483839442
대영포장,2019,사업보고서,134177519357.0,5698620097.0,-1.2744102083744968,-26.085772581365724
대영포장,2020,반기보고서,125114233008.0,2698107368.0,-6.754698098781904,-52.65332094307532
대영포장,2020,사업보고서,135592153475.0,2003654788.0,8.374683051711651,-25.738507971785058
대영포장,2021,반기보고서,153421586819.0,9449904089.0,13.149310551577992,371.6333445060497
대영포장,2021,사업보고서,169172807863.0,2767665040.0,10.266626340257186,-70.71224200866067
대영포장,2022,반기보고서,164301112065.0,7650226281.0,-2.8797156348821797,176.4144566063529
대영포장,2022,사업보고서,138252934334.0,4259248966.0,-15.8539266129221,-44.32518974532539
대영포장,2023,반기보고서,140409140178.0,7178937331.0,1.5596094610121651,68.54937075307845
대영포장,2023,사업보고서,143053335492.0,3899080929.0,1.8832073970739303,-45.68721317341724
대영포장,2024,반기보고서,139035267392.0,4894389570.0,-2.808790222318656,25.526749998884164
대영포장,2024,사업보고서,141799955539.0,-3971067869.0,1.9884797568700028,-181.13509993852003
대우건설,2016,반기보고서,5598303082093.0,166495281234.0,,
대우건설,2016,사업보고서,5507627015671.0,-633737536446.0,-1.6197062769259636,-480.6339325348906
대우건설,2017,반기보고서,5754198834288.0,466921940171.0,4.476915700998316,-173.677494754295
대우건설,2017,사업보고서,6012641653381.0,-37895573152.0,4.491377975209969,-108.11604036814411
대우건설,2018,반기보고서,5616728222976.0,343714285346.0,-6.584683625413995,-1007.0037916232438
대우건설,2018,사업보고서,4988765621533.0,285019458207.0,-11.180220521873082,-17.07663301800647
대우건설,2019,반기보고서,4261703371537.0,200283506322.0,-14.573990945932247,-29.729883151858054
대우건설,2019,사업보고서,4390148849743.0,163777568330.0,3.0139469364259304,-18.227131460994414
대우건설,2020,반기보고서,3949033396495.0,202067454223.0,-10.047847313282395,23.379200389548245
대우건설,2020,사업보고서,4187672340147.0,356190067151.0,6.042971018270094,76.27285330071588
대우건설,2021,반기보고서,4146353425468.0,421673997754.0,-0.986679742893867,18.384547083745414
대우건설,2021,사업보고서,4538854254201.0,316639487354.0,9.466169148103875,-24.90893698910882
대우건설,2022,반기보고서,4690366729867.0,307740754611.0,3.338121631153182,-2.810367341534791
대우건설,2022,사업보고서,5728846402272.0,452265760031.0,22.140692449318287,46.96323228383806
대우건설,2023,반기보고서,5879514146066.0,394353261766.0,2.6299840005179185,-12.804970745747028
대우건설,2023,사업보고서,5768286718624.0,268164290850.0,-1.8917792300308112,-31.998967207954166
대우건설,2024,반기보고서,5308804723239.0,219556385752.0,-7.965658050621441,-18.126166218450482
대우건설,2024,사업보고서,5194804362795.0,183569228129.0,-2.147382817547794,-16.390849894773414
대웅,2016,반기보고서,487844712368.0,23218676570.0,,
대웅,2016,사업보고서,527121220102.0,37775415453.0,8.05102663578164,62.694093864971734
대웅,2017,반기보고서,549003035725.0,39369389072.0,4.151192323231796,4.2196057935701985
대웅,2017,사업보고서,0.0,45173621758.0,-100.0,14.743009284154837
대웅,2018,반기보고서,0.0,43766202956.0,,-3.115576629077242
대웅,2018,사업보고서,0.0,42008423706.0,,-4.01629369531364
대웅,2019,반기보고서,0.0,66662266001.0,,58.68785381604007
대웅,2019,사업보고서,0.0,40881451916.0,,-38.67377398274049
대웅,2020,반기보고서,0.0,43490800622.0,,6.382720240370829
대웅,2020,사업보고서,0.0,54564517394.0,,25.462204911441237
대웅,2021,반기보고서,0.0,87629934688.0,,60.59875331663049
대웅,2021,사업보고서,0.0,94997223714.0,,8.4072743546263
대웅,2022,반기보고서,0.0,106405976488.0,,12.00956441458474
대웅,2022,사업보고서,0.0,100928266389.0,,-5.1479346177681595
대웅,2023,반기보고서,0.0,115787124374.0,,14.722196780563587
대웅,2023,사업보고서,0.0,79819158478.0,,-31.063873544195737
대웅,2024,반기보고서,0.0,117160684396.0,,46.78266049158133
대웅,2024,사업보고서,0.0,164752395843.0,,40.62088890343221
대웅제약,2016,반기보고서,427168069568.0,10020157460.0,,
대웅제약,2016,사업보고서,456752355032.0,15873327682.0,6.925678104620256,58.41395452482241
대웅제약,2017,반기보고서,471198124481.0,16983506675.0,3.162713730942434,6.9939902661930065
대웅제약,2017,사업보고서,489109298559.0,21973641968.0,3.801198083657107,29.382243540702703
대웅제약,2018,반기보고서,501043202807.0,13927335604.0,2.4399258577089684,-36.61799157243827
대웅제약,2018,사업보고서,530384222722.0,10638832081.0,5.855986020890509,-23.611863866162064
대웅제약,2019,반기보고서,556339507274.0,35376948141.0,4.893675837262681,232.52661449728168
대웅제약,2019,사업보고서,557086413609.0,9310148717.0,0.13425369315577743,-73.68300770351067
대웅제약,2020,반기보고서,511346159800.0,2341908225.0,-8.210620954239161,-74.84564107205121
대웅제약,2020,사업보고서,544077530196.0,14637816158.0,6.401020085650402,525.0379925968277
대웅제약,2021,반기보고서,559309312167.0,41258438388.0,2.7995609312358223,181.86197956483448
대웅제약,2021,사업보고서,593666386003.0,47643738213.0,6.142768069225634,15.476348777313786
대웅제약,2022,반기보고서,620414288704.0,53080014616.0,4.5055444154564,11.41026419609674
대웅제약,2022,사업보고서,659677562309.0,42717133916.0,6.328557275335825,-19.523130833645812
대웅제약,2023,반기보고서,672606006022.0,64529261099.0,1.959812558691238,51.06177588105956
대웅제약,2023,사업보고서,702722738855.0,58062688188.0,4.47761877880331,-10.021148237044065
대웅제약,2024,반기보고서,696329702589.0,71974076643.0,-0.909752298099342,23.959256605475442
대웅제약,2024,사업보고서,726353593791.0,75968121833.0,4.311734956927614,5.54928298672165
대원강업,2016,반기보고서,537628975430.0,34340781907.0,,
대원강업,2016,사업보고서,538487286810.0,25347111540.0,0.15964753003007615,-26.189474635016207
대원강업,2017,반기보고서,508561827082.0,19239239793.0,-5.5573196361382085,-24.09691430663109
대원강업,2017,사업보고서,519604670707.0,18913357282.0,2.1713866509330955,-1.6938429714804482
대원강업,2018,반기보고서,492708234852.0,19364237013.0,-5.176326805993366,2.3839222422404402
대원강업,2018,사업보고서,502705186170.0,22867042651.0,2.028979954232527,18.089045468966447
대원강업,2019,반기보고서,498783097440.0,11158941813.0,-0.7801965919392098,-51.200765296547836
대원강업,2019,사업보고서,461432005001.0,15779974101.0,-7.48844390090686,41.41102593273286
대원강업,2020,반기보고서,373606494696.0,-7906747696.0,-19.033250696342503,-150.10621465784877
대원강업,2020,사업보고서,487624464973.0,13119296969.0,30.518198129766272,-265.92532699174166
대원강업,2021,반기보고서,469316053117.0,-1577886976.0,-3.754613062126353,-112.02722203581823
대원강업,2021,사업보고서,392906743770.0,-3380624430.0,-16.28099206057868,114.25010038234831
대원강업,2022,반기보고서,487765854698.0,334465467.0,24.142907301058873,-109.89360024828312
대원강업,2022,사업보고서,536684644089.0,21722250382.0,10.029154136114766,6394.6167916342765
대원강업,2023,반기보고서,567240071206.0,32061779476.0,5.693367129753931,47.598793459115
대원강업,2023,사업보고서,539516790987.0,27110080750.0,-4.88739805706215,-15.444241732454739
대원강업,2024,반기보고서,579622831538.0,11044051628.0,7.433696452269708,-59.26219574982269
대원강업,2024,사업보고서,787962215462.0,11520875372.0,35.943957447497695,4.3174711605938905
대원전선,2016,반기보고서,203286154985.0,5730826748.0,,
대원전선,2016,사업보고서,219084991297.0,1491655376.0,7.77172272905932,-73.97137548224481
대원전선,2017,반기보고서,261685583221.0,4263777973.0,19.444778791920534,185.84202769634908
대원전선,2017,사업보고서,243365362294.0,-3287553931.0,-7.0008522064924446,-177.10424773095943
대원전선,2018,반기보고서,219347965270.0,4181704056.0,-9.868864162758518,-227.19803670956114
대원전선,2018,사업보고서,210156513372.0,154936826.0,-4.19035202204226,-96.29488782742305
대원전선,2019,반기보고서,185840355003.0,1331648195.0,-11.570499519069267,759.4781688634826
대원전선,2019,사업보고서,215472025982.0,-327847917.0,15.944691333871837,-124.61970948715926
대원전선,2020,반기보고서,170270863799.0,1811279743.0,-20.977740371168178,-652.4755989222894
대원전선,2020,사업보고서,197042246108.0,2459582841.0,15.722820517668174,35.79254394609547
대원전선,2021,반기보고서,221314167470.0,2959723362.0,12.318130675741697,20.334363724730505
대원전선,2021,사업보고서,253664319236.0,-664060308.0,14.617298176532323,-122.43656675910646
대원전선,2022,반기보고서,291111553212.0,3587436265.0,14.762515315037456,-640.2274796101802
대원전선,2022,사업보고서,271316505059.0,-2241350819.0,-6.799815374755804,-162.477787852769
대원전선,2023,반기보고서,261924418668.0,5017381376.0,-3.4616715960415356,-323.85524539342543
대원전선,2023,사업보고서,253477489724.0,8112732102.0,-3.224949008937892,61.692554223727406
대원전선,2024,반기보고서,282306919276.0,7030931483.0,11.373565985441564,-13.334603009179952
대원전선,2024,사업보고서,270470402102.0,7307612612.0,-4.192783231936273,3.9351987666070105
대원제약,2016,반기보고서,119743857668.0,12051028913.0,,
대원제약,2016,사업보고서,120978515853.0,17096580140.0,1.031082686865822,41.8682194145027
대원제약,2017,반기보고서,127371977258.0,12321090216.0,5.284790741497146,-27.932427917715714
대원제약,2017,사업보고서,138090501009.0,12973365210.0,8.41513493135853,5.293971414582814
대원제약,2018,반기보고서,141842970159.0,16422893809.0,2.7173984615751623,26.58931235776103
대원제약,2018,사업보고서,144809540910.0,14322689382.0,2.091447145864613,-12.788272587192006
대원제약,2019,반기보고서,155061666028.0,16362640275.0,7.079730419400858,14.242792247967778
대원제약,2019,사업보고서,162765900488.0,18744489248.0,4.968497151713062,14.556629816272117
대원제약,2020,반기보고서,155324755030.0,17491367717.0,-4.5716857374242235,-6.685279680979868
대원제약,2020,사업보고서,153176260833.0,6607525618.0,-1.3832271594988395,-62.224076899497724
대원제약,2021,반기보고서,162693331283.0,2211632283.0,6.213149738898484,-66.5285855725607
대원제약,2021,사업보고서,191483103878.0,17214272975.0,17.695729977352965,678.3514966443452
대원제약,2022,반기보고서,234104529173.0,24114942873.0,22.25858283671622,40.0869087414945
대원제약,2022,사업보고서,244780127188.0,18891433637.0,4.5601843128420985,-21.66088165130359
대원제약,2023,반기보고서,257119181195.0,19039974343.0,5.040872455108727,0.7862860429452753
대원제약,2023,사업보고서,269832863870.0,13192824167.0,4.944665199971177,-30.70986373545031
대원제약,2024,반기보고서,296260647369.0,13624225277.0,9.794130751891055,3.269967859338938
대원제약,2024,사업보고서,301901705244.0,14596228262.0,1.9040861231812276,7.134372525687062
대원화성,2016,반기보고서,62974335842.0,7211027839.0,,
대원화성,2016,사업보고서,61386773440.0,5226512311.0,-2.5209672809938453,-27.520563951604515
대원화성,2017,반기보고서,57486982811.0,5899111088.0,-6.352819036517193,12.868979100736302
대원화성,2017,사업보고서,60891927071.0,4121744320.0,5.9229830711318385,-30.129399861879662
대원화성,2018,반기보고서,54229455618.0,3551660198.0,-10.941469211890038,-13.83113744425564
대원화성,2018,사업보고서,60397606343.0,60823632.0,11.374170466414657,-98.28745914279044
대원화성,2019,반기보고서,66113908946.0,3167907101.0,9.464452234310295,5108.349118316381
대원화성,2019,사업보고서,66938885361.0,5099701949.0,1.2478106772870103,60.980160920444874
대원화성,2020,반기보고서,53994965704.0,529920008.0,-19.33692141300787,-89.60880433210589
대원화성,2020,사업보고서,54792351112.0,-181698730.0,1.4767773210029633,-134.28795426799587
대원화성,2021,반기보고서,56152554431.0,601830970.0,2.482469343612641,-431.2246431221616
대원화성,2021,사업보고서,57186523856.0,-9033084729.0,1.8413577716585214,-1600.9338467576702
대원화성,2022,반기보고서,74614224075.0,2046523978.0,30.47518723621717,-122.65587049604214
대원화성,2022,사업보고서,72190959434.0,-9447559934.0,-3.2477247750565716,-561.6393472815689
대원화성,2023,반기보고서,67073746650.0,411023528.0,-7.0884399156356555,-104.35057867715454
대원화성,2023,사업보고서,55104711107.0,-6847375980.0,-17.844590679354873,-1765.9328514157464
대원화성,2024,반기보고서,54540511457.0,-6402074391.0,-1.0238682658266023,-6.503244312867423
대원화성,2024,사업보고서,71409336994.0,288085054.0,30.92898303731431,-104.49987045456686
대유에이텍,2016,반기보고서,411443320440.0,-33709672828.0,,
대유에이텍,2016,사업보고서,608638513719.0,54186927769.0,47.927669130250614,-260.74593202219137
대유에이텍,2017,반기보고서,466075771790.0,-22992891829.0,-23.423220633523574,-142.4325437437959
대유에이텍,2017,사업보고서,601745642289.0,34782386784.0,29.108972984789443,-251.274520154661
대유에이텍,2018,반기보고서,467086907125.0,-26858681372.0,-22.378015842668546,-177.21920159991745
대유에이텍,2018,사업보고서,643125794523.0,33548808027.0,37.68867949683059,-224.9086191624225
대유에이텍,2019,반기보고서,534460970344.0,-8642388012.0,-16.896356063528074,-125.76064104884033
대유에이텍,2019,사업보고서,750536107898.0,39933557638.0,40.42860929862205,-562.0662435261186
대유에이텍,2020,반기보고서,602677934780.0,-6727127121.0,-19.70034107114462,-116.84579967049717
대유에이텍,2020,사업보고서,864226312970.0,53892083859.0,43.397702669415786,-901.1158833429157
대유에이텍,2021,반기보고서,751691800170.0,10336378637.0,-13.021417088454982,-80.82022832139228
대유에이텍,2021,사업보고서,904094068124.0,31934991912.0,20.27456836958089,208.95725701926025
대유에이텍,2022,반기보고서,663561318524.0,-33901568014.0,-26.60483660722459,-206.15806043545933
대유에이텍,2022,사업보고서,740405976776.0,1880863201.0,11.580641623735733,-105.54801241117602
대유에이텍,2023,반기보고서,550861493390.0,-45843621375.0,-25.600074733505856,-2537.371380897148
대유에이텍,2023,사업보고서,16069949477.0,81939808961.0,-97.08276042710744,-278.73764441673103
대유에이텍,2024,반기보고서,298737901737.0,23976303089.0,1758.9846978956996,-70.73912742411721
대유에이텍,2024,사업보고서,266177921091.0,13492846909.0,-10.899179667756,-43.72423947547471
대창,2016,반기보고서,461448998252.0,17324995683.0,,
대창,2016,사업보고서,356235059901.0,12914653206.0,-22.800772945560073,-25.456528576960107
대창,2017,반기보고서,477325791708.0,18755545683.0,33.9918063765683,45.226862725871634
대창,2017,사업보고서,505965230534.0,21864534949.0,5.999977232221286,16.576373295382087
대창,2018,반기보고서,499210028209.0,16176029185.0,-1.3351119636957074,-26.0170443929802
대창,2018,사업보고서,452047292966.0,1150964061.0,-9.44747352375998,-92.88475528921964
대창,2019,반기보고서,450592151380.0,10531715044.0,-0.32190029862858754,815.0342222544863
대창,2019,사업보고서,448395757924.0,6456681827.0,-0.4874460083854646,-38.69296880873717
대창,2020,반기보고서,443977942248.0,2635127545.0,-0.985249212984033,-59.18758867781514
대창,2020,사업보고서,489582545679.0,25715689230.0,10.271817379054813,875.8802483315851
대창,2021,반기보고서,632575434834.0,40910442430.0,29.207105199529483,59.087481825195475
대창,2021,사업보고서,645060277424.0,19387279944.0,1.973652769693193,-52.61043686542208
대창,2022,반기보고서,770667620821.0,14814086151.0,19.47218698671131,-23.58863030920084
대창,2022,사업보고서,670604875185.0,-5725386796.0,-12.983904206251996,-138.6482617803159
대창,2023,반기보고서,697513265682.0,562637997.0,4.012555156205325,-109.82707399599767
대창,2023,사업보고서,625532690254.0,-9828682238.0,-10.31959949286704,-1846.8927250571028
대창,2024,반기보고서,701559894759.0,27532622585.0,12.153993818313293,-380.12526927111753
대창,2024,사업보고서,635311081098.0,3816384151.0,-9.443073094102365,-86.13868279631596
대창단조,2016,반기보고서,98570834032.0,9484156717.0,,
대창단조,2016,사업보고서,114819725340.0,6982616240.0,16.484481913508986,-26.375992633230965
대창단조,2017,반기보고서,123426014859.0,9429066939.0,7.495479973946435,35.036304658782164
대창단조,2017,사업보고서,134220196158.0,9436961566.0,8.74546691905358,0.08372649225075143
대창단조,2018,반기보고서,158257324833.0,7401684759.0,17.908727123825845,-21.567077419630554
대창단조,2018,사업보고서,162242774333.0,6521052857.0,2.51833493596939,-11.897722352052416
대창단조,2019,반기보고서,153989689029.0,10760318371.0,-5.086873876466578,65.00891201103171
대창단조,2019,사업보고서,123264186738.0,7932304482.0,-19.952960801949303,-26.28187932265782
대창단조,2020,반기보고서,126729588767.0,10962633701.0,2.8113616133822936,38.20238148795762
대창단조,2020,사업보고서,137742642918.0,8193290797.0,8.690199548621722,-25.26165682017984
대창단조,2021,반기보고서,169944336718.0,12868898233.0,23.378158802405213,57.066294262520124
대창단조,2021,사업보고서,184495325078.0,16637519665.0,8.56220845072668,29.284724797465884
대창단조,2022,반기보고서,198409793276.0,24411896728.0,7.541908279853331,46.72798121077382
대창단조,2022,사업보고서,223087864558.0,25445222532.0,12.437930040918552,4.232877991880058
대창단조,2023,반기보고서,209981690664.0,29907597072.0,-5.874893248885154,17.53718024822971
대창단조,2023,사업보고서,162140899580.0,16535363889.0,-22.78331550370834,-44.71182740227336
대창단조,2024,반기보고서,163686037466.0,16602734976.0,0.9529599811043555,0.4074363736550002
대창단조,2024,사업보고서,158551292154.0,13471178611.0,-3.136947653868499,-18.861689772960936
대한방직,2016,반기보고서,122697792381.0,1252329091.0,,
대한방직,2016,사업보고서,122883882304.0,-44461348.0,0.1516652576944134,-103.55029267622436
대한방직,2017,반기보고서,101940201187.0,-3655584046.0,-17.043472849586443,8121.937054180184
대한방직,2017,사업보고서,106680466442.0,-6277919402.0,4.650045026205526,71.73505855704241
대한방직,2018,반기보고서,108284059052.0,-4328770032.0,1.5031736019563064,-31.0476966203014
대한방직,2018,사업보고서,100777697573.0,-9094143257.0,-6.93210205150816,110.08607964323478
대한방직,2019,반기보고서,77402170711.0,-4161405372.0,-23.195138830263062,-54.24082011467263
대한방직,2019,사업보고서,78902052351.0,-8818052715.0,1.9377772305639542,111.90083461544586
대한방직,2020,반기보고서,85633055106.0,1634394895.0,8.530833551777302,-118.5346464556716
대한방직,2020,사업보고서,89613673050.0,1915905120.0,4.648459568647449,17.224125323763936
대한방직,2021,반기보고서,96979350544.0,3653343958.0,8.21936791932445,90.6850146107444
대한방직,2021,사업보고서,103393554075.0,1753318272.0,6.6139889523077855,-52.00785110417463
대한방직,2022,반기보고서,96967931803.0,-2836585611.0,-6.214722309805656,-261.78383903820975
대한방직,2022,사업보고서,94551759469.0,-1049816830.0,-2.491723076974246,-62.99012355104272
대한방직,2023,반기보고서,76263509530.0,-979939560.0,-19.34205142422129,-6.656139242881065
대한방직,2023,사업보고서,73140471623.0,-832542416.0,-4.095061879851571,-15.041452556522975
대한방직,2024,반기보고서,65102842253.0,795126218.0,-10.989304815300725,-195.50579078243624
대한방직,2024,사업보고서,68806275021.0,1623543537.0,5.688588454568345,104.18689514272815
대한유화,2016,반기보고서,799058334193.0,176350050396.0,,
대한유화,2016,사업보고서,797318707745.0,166668028532.0,-0.21770956807013547,-5.490229144964061
대한유화,2017,반기보고서,658404742753.0,96270514623.0,-17.4226396098093,-42.23816320925869
대한유화,2017,사업보고서,1121021459076.0,187951840841.0,70.26327216123202,95.23302807409777
대한유화,2018,반기보고서,1266005643546.0,212026796840.0,12.933221152564107,12.809108913898045
대한유화,2018,사업보고서,1287971162227.0,106786382198.0,1.7350253368125594,-49.63543109195612
대한유화,2019,반기보고서,921017210457.0,41216095065.0,-28.490851544805455,-61.40322931010211
대한유화,2019,사업보고서,1153279264479.0,72633140856.0,25.217992821953217,76.22518761530812
대한유화,2020,반기보고서,935511297557.0,26639240848.0,-18.88250085033635,-63.32357304936866
대한유화,2020,사업보고서,947222078118.0,143522005326.0,1.2518053594415808,438.76161916519186
대한유화,2021,반기보고서,1194002644378.0,162293964643.0,26.053084272520238,13.079499045711376
대한유화,2021,사업보고서,1320848957139.0,17120074703.0,10.623620756474866,-89.45119447869843
대한유화,2022,반기보고서,1385605421599.0,-45243556428.0,4.902639632639339,-364.2719568278043
대한유화,2022,사업보고서,836465556322.0,-169396789222.0,-39.63176361155459,274.4108611169323
대한유화,2023,반기보고서,1161813094198.0,-71202346845.0,38.89550925522586,-57.9671213533528
대한유화,2023,사업보고서,1338159533743.0,8881019129.0,15.178555003869363,-112.4729303492384
대한유화,2024,반기보고서,1405208607873.0,-21965171117.0,5.010544142106534,-347.32714565691145
대한유화,2024,사업보고서,1394894054286.0,-37927453925.0,-0.7340229435836341,72.67087846925968
대한전선,2016,반기보고서,653453319000.0,12161202000.0,,
대한전선,2016,사업보고서,720557281000.0,36517785000.0,10.26912865064199,200.28104952125622
대한전선,2017,반기보고서,760197645000.0,23299478000.0,5.501348060071854,-36.19690241344046
대한전선,2017,사업보고서,827404540000.0,31407632000.0,8.840713391055033,34.799723839306616
대한전선,2018,반기보고서,771555383000.0,14460142000.0,-6.7499215075614645,-53.959782768723215
대한전선,2018,사업보고서,877259628000.0,35000433000.0,13.700150025393576,142.0476437921564
대한전선,2019,반기보고서,699937610000.0,3706442000.0,-20.21317433748359,-89.41029672404338
대한전선,2019,사업보고서,854802371000.0,29516009000.0,22.12550930075039,696.3434744156256
대한전선,2020,반기보고서,794115591000.0,31541122000.0,-7.099510022299646,6.861066480905328
대한전선,2020,사업보고서,802726158000.0,25103779000.0,1.0842964295861557,-20.409365906514044
대한전선,2021,반기보고서,889740800000.0,4149781000.0,10.839891179925894,-83.46949676381392
대한전선,2021,사업보고서,1107968756000.0,35312342000.0,24.5271382407101,750.9447125041056
대한전선,2022,반기보고서,1227846013000.0,25780559000.0,10.819552117406458,-26.992780597786464
대한전선,2022,사업보고서,1222699962000.0,22393175000.0,-0.419112082909048,-13.13929616499006
대한전선,2023,반기보고서,1458302728000.0,41666774000.0,19.26905809456466,86.0690768504243
대한전선,2023,사업보고서,1385677284000.0,38157114000.0,-4.980134961387797,-8.42316230193391
대한전선,2024,반기보고서,1652877206000.0,66156216000.0,19.282983497332122,73.3784583393807
대한전선,2024,사업보고서,1638422169000.0,49013541000.0,-0.8745378632803289,-25.912417663065856
대한제강,2016,반기보고서,423811545800.0,36379435182.0,,
대한제강,2016,사업보고서,474100747089.0,19901436641.0,11.86593470314088,-45.294816861678676
대한제강,2017,반기보고서,610690434430.0,30777957426.0,28.810266210223638,54.65193785353518
대한제강,2017,사업보고서,617843501597.0,16337963922.0,1.1713082052245434,-46.916672552811015
대한제강,2018,반기보고서,553691032274.0,344838118.0,-10.383287864512436,-97.88934459859068
대한제강,2018,사업보고서,581832789703.0,2132792336.0,5.08257417741123,518.4908873676198
대한제강,2019,반기보고서,554223678680.0,27327435911.0,-4.745196817988418,1181.2984860144397
대한제강,2019,사업보고서,467488747209.0,14698850466.0,-15.649806171684588,-46.212112567489974
대한제강,2020,반기보고서,452117443844.0,31413070684.0,-3.2880584734434173,113.71107051304294
대한제강,2020,사업보고서,644017371352.0,50393851715.0,42.44470770170366,60.42319524231584
대한제강,2021,반기보고서,878433544043.0,80608144019.0,36.399044982107384,59.95630672343816
대한제강,2021,사업보고서,1151871749536.0,121192643089.0,31.127933051656665,50.347889241109314
대한제강,2022,반기보고서,1233295727298.0,146099782028.0,7.068840588789457,20.551692168895926
대한제강,2022,사업보고서,908320574447.0,69280120467.0,-26.350140169785618,-52.58027116445494
대한제강,2023,반기보고서,816465535669.0,78773562032.0,-10.112623380123566,13.702980741094386
대한제강,2023,사업보고서,631366490765.0,31161037509.0,-22.670772594501802,-60.442264250610464
대한제강,2024,반기보고서,616828318370.0,24893443484.0,-2.3026518840720724,-20.11356015726299
대한제강,2024,사업보고서,607706191578.0,-14576296987.0,-1.4788761346278136,-158.5547636122289
대한제당,2016,반기보고서,625171826000.0,15188882000.0,,
대한제당,2016,사업보고서,639075425000.0,29604997000.0,2.2239644241421717,94.91228518333344
대한제당,2017,반기보고서,641627878000.0,6288081000.0,0.39939777061526033,-78.7600687816317
대한제당,2017,사업보고서,632909060000.0,10162180000.0,-1.3588589740173354,61.61019554296454
대한제당,2018,반기보고서,609495006000.0,20011401000.0,-3.699434165154786,96.92035567171611
대한제당,2018,사업보고서,600593263000.0,10680464000.0,-1.460511228536629,-46.62810464894487
대한제당,2019,반기보고서,588232670000.0,10951131000.0,-2.0580638780824954,2.5342251048269064
대한제당,2019,사업보고서,616162001000.0,18530148000.0,4.748007450861238,69.2076188295072
대한제당,2020,반기보고서,598235729000.0,13755880000.0,-2.9093439665066265,-25.76486706959923
대한제당,2020,사업보고서,616216502000.0,32544996000.0,3.005633419798636,136.58970563860692
대한제당,2021,반기보고서,588222129000.0,24790224000.0,-4.542944388723949,-23.82784745157136
대한제당,2021,사업보고서,673127204000.0,17261612000.0,14.434185797182069,-30.369277825000694
대한제당,2022,반기보고서,667158198000.0,16126786000.0,-0.8867575050495211,-6.574275913512596
대한제당,2022,사업보고서,710917321000.0,21924336000.0,6.55903249501852,35.94981665906648
대한제당,2023,반기보고서,655887170000.0,25782755000.0,-7.7407244660451875,17.59879523831417
대한제당,2023,사업보고서,676462714000.0,21434155000.0,3.137055417626175,-16.86631238593393
대한제당,2024,반기보고서,665749363000.0,18910434000.0,-1.5837311914282388,-11.774296677429085
대한제당,2024,사업보고서,708079742000.0,18086297000.0,6.358305595554885,-4.358107275591877
대한제분,2016,반기보고서,400968740333.0,24376675471.0,,
대한제분,2016,사업보고서,406549592814.0,19785559947.0,1.3918422858513022,-18.834051138195097
대한제분,2017,반기보고서,401566594379.0,17842496276.0,-1.225680340867975,-9.820615015217795
대한제분,2017,사업보고서,409277764128.0,18335761006.0,1.9202717200430697,2.764549995526646
대한제분,2018,반기보고서,417927717373.0,19864823684.0,2.113467674802573,8.33923761058865
대한제분,2018,사업보고서,446658118274.0,12933536387.0,6.874490421834873,-34.89226688975228
대한제분,2019,반기보고서,452975563351.0,16166740880.0,1.414380444133022,24.99861133301345
대한제분,2019,사업보고서,480890529651.0,7316873169.0,6.162576650601648,-54.74119846844481
대한제분,2020,반기보고서,479289601492.0,21865034428.0,-0.3329090635579479,198.8303052817342
대한제분,2020,사업보고서,490958666673.0,1101591491.0,2.4346585331029287,-94.96185796264139
대한제분,2021,반기보고서,519047601035.0,16756858716.0,5.721242187727478,1421.1499773648852
대한제분,2021,사업보고서,592294133095.0,8203322793.0,14.111717675593477,-51.04498443274933
대한제분,2022,반기보고서,645661617630.0,21502287509.0,9.010301057032455,162.11680378283023
대한제분,2022,사업보고서,722508433801.0,21771995581.0,11.902026397833284,1.2543226942115389
대한제분,2023,반기보고서,721585720532.0,17013705207.0,-0.12770968833481358,-21.855095258941116
대한제분,2023,사업보고서,719872826980.0,37845777040.0,-0.23737908099638436,122.44288695227303
대한제분,2024,반기보고서,681277818932.0,38115355879.0,-5.36136475798277,0.7123089022986011
대한제분,2024,사업보고서,693457540219.0,34191350646.0,1.7877759921926486,-10.295076990641364
대한항공,2016,반기보고서,5684669659105.0,482469000732.0,,
대한항공,2016,사업보고서,6047182929524.0,638340169792.0,6.377033181486125,32.306981137339996
대한항공,2017,반기보고서,5771229459925.0,364322404526.0,-4.563339207942921,-42.926605316924885
대한항공,2017,사업보고서,6320982037578.0,575459845059.0,9.525744583029356,57.95346042681603
대한항공,2018,반기보고서,6207750840307.0,233038101279.0,-1.7913545173494372,-59.504020431676274
대한항공,2018,사업보고서,6803894383682.0,390881196004.0,9.603213123571791,67.73274149535987
대한항공,2019,반기보고서,6259931789736.0,41946339452.0,-7.994871220379363,-89.26877530031638
대한항공,2019,사업보고서,6423475474830.0,215527339112.0,2.6125473980747183,413.8168000538689
대한항공,2020,반기보고서,4155749476573.0,27384783358.0,-35.30372315023148,-87.29405583958454
대한항공,2020,사업보고서,3450474602038.0,81533335352.0,-16.971063306650485,197.73226352065123
대한항공,2021,반기보고서,3805055768530.0,295137125607.0,10.276301303089406,261.98338303323237
대한항공,2021,사업보고서,5211768871771.0,1122831507219.0,36.96957912878246,280.4440071406486
