기업명,연도,보고서유형,평균급여,남성직원수,여성직원수,정규직수,계약직수,남성정규직수,남성계약직수,여성정규직수,여성계약직수,평균급여증감율,남성직원수증감율,여성직원수증감율,정규직수증감율,계약직수증감율,남성정규직수증감율,남성계약직수증감율,여성정규직수증감율,여성계약직수증감율
STX엔진,2017,반기보고서,31115294.11764706,813.0,37.0,842.0,8.0,805.0,8.0,37.0,0.0,4.388659612917347,-1.8115942028985508,-2.631578947368421,-0.9411764705882352,-50.0,-1.1056511056511056,-42.857142857142854,2.7777777777777777,-100.0
STX엔진,2017,사업보고서,30409198.11320755,810.0,38.0,838.0,10.0,802.0,8.0,36.0,2.0,-2.2692891854718082,-0.36900369003690037,2.7027027027027026,-0.4750593824228029,25.0,-0.37267080745341613,0.0,-2.7027027027027026,
STX엔진,2018,반기보고서,34468369.8296837,784.0,38.0,814.0,8.0,780.0,4.0,34.0,4.0,13.34849969198346,-3.2098765432098766,0.0,-2.863961813842482,-20.0,-2.7431421446384037,-50.0,-5.555555555555555,100.0
STX엔진,2018,사업보고서,31517482.51748252,821.0,37.0,852.0,6.0,818.0,3.0,34.0,3.0,-8.561145556874914,4.719387755102041,-2.631578947368421,4.668304668304668,-25.0,4.871794871794872,-25.0,0.0,-25.0
STX엔진,2019,반기보고서,33380552.220888354,799.0,34.0,825.0,8.0,793.0,6.0,32.0,2.0,5.911226261083522,-2.679658952496955,-8.108108108108109,-3.169014084507042,33.33333333333333,-3.056234718826406,100.0,-5.88235294117647,-33.33333333333333
STX엔진,2019,사업보고서,33701773.83592018,862.0,40.0,875.0,27.0,841.0,21.0,34.0,6.0,0.9623016806498921,7.88485607008761,17.647058823529413,6.0606060606060606,237.5,6.0529634300126105,250.0,6.25,200.0
STX엔진,2020,반기보고서,33345977.011494253,826.0,44.0,840.0,30.0,807.0,19.0,33.0,11.0,-1.0557213580452778,-4.176334106728538,10.0,-4.0,11.11111111111111,-4.0428061831153395,-9.523809523809524,-2.941176470588235,83.33333333333334
STX엔진,2020,사업보고서,34175598.63169897,834.0,43.0,843.0,34.0,811.0,23.0,32.0,11.0,2.487921166378639,0.9685230024213075,-2.272727272727273,0.35714285714285715,13.333333333333334,0.49566294919454773,21.052631578947366,-3.0303030303030303,0.0
STX엔진,2021,반기보고서,33991784.03755868,809.0,43.0,825.0,27.0,792.0,17.0,33.0,10.0,-0.5378533266416502,-2.997601918465228,0.0,-2.135231316725979,-20.588235294117645,-2.342786683107275,-26.08695652173913,3.125,-9.090909090909092
STX엔진,2021,사업보고서,31768878.718535468,832.0,42.0,856.0,18.0,819.0,13.0,37.0,5.0,-6.5395370733323395,2.843016069221261,-2.3255813953488373,3.7575757575757573,-33.33333333333333,3.4090909090909087,-23.52941176470588,12.121212121212121,-50.0
STX엔진,2022,반기보고서,35239904.988123514,794.0,48.0,801.0,41.0,761.0,33.0,40.0,8.0,10.92586962335213,-4.567307692307692,14.285714285714285,-6.425233644859812,127.77777777777777,-7.0818070818070815,153.84615384615387,8.108108108108109,60.0
STX엔진,2022,사업보고서,34700114.025085516,822.0,55.0,838.0,39.0,790.0,32.0,48.0,7.0,-1.5317605516244064,3.5264483627204033,14.583333333333334,4.619225967540574,-4.878048780487805,3.8107752956636007,-3.0303030303030303,20.0,-12.5
STX엔진,2023,반기보고서,34991935.48387097,813.0,55.0,824.0,44.0,776.0,37.0,48.0,7.0,0.8409812675960877,-1.094890510948905,0.0,-1.6706443914081146,12.82051282051282,-1.7721518987341773,15.625,0.0,0.0
STX엔진,2023,사업보고서,37291069.45975744,843.0,64.0,858.0,49.0,806.0,37.0,52.0,12.0,6.570468149571848,3.6900369003690034,16.363636363636363,4.12621359223301,11.363636363636363,3.865979381443299,0.0,8.333333333333332,71.42857142857143
STX엔진,2024,반기보고서,36003355.70469799,834.0,60.0,856.0,38.0,803.0,31.0,53.0,7.0,-3.453142464710174,-1.0676156583629894,-6.25,-0.2331002331002331,-22.448979591836736,-0.37220843672456577,-16.216216216216218,1.9230769230769231,-41.66666666666667
STX엔진,2024,사업보고서,42375838.9261745,833.0,61.0,862.0,32.0,806.0,27.0,56.0,5.0,17.69969242240656,-0.1199040767386091,1.6666666666666667,0.7009345794392523,-15.789473684210526,0.37359900373599003,-12.903225806451612,5.660377358490567,-28.57142857142857
SUN&L,2016,반기보고서,23767006.802721087,526.0,62.0,575.0,13.0,515.0,11.0,60.0,2.0,,,,,,,,,
SUN&L,2016,사업보고서,20873043.47826087,512.0,63.0,564.0,11.0,502.0,10.0,62.0,1.0,-12.176389515439048,-2.6615969581749046,1.6129032258064515,-1.9130434782608694,-15.384615384615385,-2.524271844660194,-9.090909090909092,3.3333333333333335,-50.0
SUN&L,2017,반기보고서,22939550.949913643,515.0,64.0,571.0,8.0,509.0,6.0,62.0,2.0,9.90036490751828,0.5859375,1.5873015873015872,1.2411347517730498,-27.27272727272727,1.394422310756972,-40.0,0.0,100.0
SUN&L,2017,사업보고서,24072790.294627383,513.0,64.0,563.0,14.0,502.0,11.0,61.0,3.0,4.940111282858421,-0.3883495145631068,0.0,-1.4010507880910683,75.0,-1.37524557956778,83.33333333333334,-1.6129032258064515,50.0
SUN&L,2018,반기보고서,24646182.495344505,477.0,60.0,523.0,14.0,468.0,9.0,55.0,5.0,2.38191000585874,-7.017543859649122,-6.25,-7.104795737122557,0.0,-6.772908366533864,-18.181818181818183,-9.836065573770492,66.66666666666666
SUN&L,2018,사업보고서,19402040.81632653,439.0,51.0,479.0,11.0,433.0,6.0,46.0,5.0,-21.277703676861755,-7.966457023060797,-15.0,-8.413001912045889,-21.428571428571427,-7.478632478632479,-33.33333333333333,-16.363636363636363,0.0
SUN&L,2019,반기보고서,24088362.068965517,414.0,50.0,451.0,13.0,408.0,6.0,43.0,7.0,24.15375422102771,-5.694760820045558,-1.9607843137254901,-5.845511482254697,18.181818181818183,-5.773672055427252,0.0,-6.521739130434782,40.0
SUN&L,2019,사업보고서,17960451.97740113,319.0,35.0,342.0,12.0,309.0,10.0,33.0,2.0,-25.439297508149554,-22.946859903381643,-30.0,-24.168514412416854,-7.6923076923076925,-24.264705882352942,66.66666666666666,-23.25581395348837,-71.42857142857143
SUN&L,2020,반기보고서,25281524.926686216,306.0,35.0,328.0,13.0,297.0,9.0,31.0,4.0,40.76218660029758,-4.075235109717868,0.0,-4.093567251461988,8.333333333333332,-3.8834951456310676,-10.0,-6.0606060606060606,100.0
SUN&L,2020,사업보고서,23850746.268656716,301.0,34.0,321.0,14.0,291.0,10.0,30.0,4.0,-5.659384321865905,-1.6339869281045754,-2.857142857142857,-2.1341463414634148,7.6923076923076925,-2.0202020202020203,11.11111111111111,-3.225806451612903,0.0
SUN&L,2021,반기보고서,23028419.18294849,402.0,161.0,529.0,34.0,385.0,17.0,144.0,17.0,-3.447804426936872,33.5548172757475,373.5294117647059,64.797507788162,142.85714285714286,32.302405498281786,70.0,380.0,325.0
SUN&L,2021,사업보고서,23371633.752244167,393.0,164.0,527.0,30.0,383.0,10.0,144.0,20.0,1.4903957000653059,-2.2388059701492535,1.8633540372670807,-0.3780718336483932,-11.76470588235294,-0.5194805194805194,-41.17647058823529,0.0,17.647058823529413
SUN&L,2022,반기보고서,25267730.4964539,394.0,170.0,538.0,26.0,383.0,11.0,155.0,15.0,8.112812156435867,0.2544529262086514,3.6585365853658534,2.0872865275142316,-13.333333333333334,0.0,10.0,7.638888888888889,-25.0
SUN&L,2022,사업보고서,24157692.307692308,366.0,154.0,500.0,20.0,357.0,9.0,143.0,11.0,-4.393106016851714,-7.1065989847715745,-9.411764705882353,-7.063197026022305,-23.076923076923077,-6.7885117493472595,-18.181818181818183,-7.741935483870968,-26.666666666666668
SUN&L,2023,반기보고서,26955916.473317865,288.0,143.0,422.0,9.0,284.0,4.0,138.0,5.0,11.583160055128879,-21.311475409836063,-7.142857142857142,-15.6,-55.00000000000001,-20.448179271708682,-55.55555555555556,-3.4965034965034967,-54.54545454545454
SUN&L,2023,사업보고서,24193548.387096774,293.0,141.0,426.0,8.0,289.0,4.0,137.0,4.0,-10.24772460975461,1.7361111111111112,-1.3986013986013985,0.9478672985781991,-11.11111111111111,1.7605633802816902,0.0,-0.7246376811594203,-20.0
SUN&L,2024,반기보고서,25938628.158844765,154.0,123.0,273.0,4.0,152.0,2.0,121.0,2.0,7.212996389891697,-47.44027303754266,-12.76595744680851,-35.91549295774648,-50.0,-47.40484429065744,-50.0,-11.678832116788321,-50.0
SUN&L,2024,사업보고서,19458498.023715414,138.0,115.0,234.0,19.0,120.0,18.0,114.0,1.0,-24.982547632996944,-10.38961038961039,-6.504065040650407,-14.285714285714285,375.0,-21.052631578947366,800.0,-5.785123966942149,-50.0
TCC스틸,2016,반기보고서,27192982.45614035,271.0,14.0,276.0,9.0,262.0,9.0,14.0,0.0,,,,,,,,,
TCC스틸,2016,사업보고서,39422382.67148014,264.0,13.0,277.0,0.0,264.0,0.0,13.0,0.0,44.972633049959235,-2.5830258302583027,-7.142857142857142,0.36231884057971014,-100.0,0.7633587786259541,-100.0,-7.142857142857142,
TCC스틸,2017,반기보고서,28288321.16788321,261.0,13.0,273.0,1.0,260.0,1.0,13.0,0.0,-28.242994839710168,-1.1363636363636365,0.0,-1.444043321299639,,-1.5151515151515151,,0.0,
TCC스틸,2017,사업보고서,37257950.53003534,269.0,14.0,279.0,4.0,265.0,4.0,14.0,0.0,31.707888597983274,3.065134099616858,7.6923076923076925,2.197802197802198,300.0,1.9230769230769231,300.0,7.6923076923076925,
TCC스틸,2018,반기보고서,30527075.812274367,263.0,14.0,273.0,4.0,259.0,4.0,14.0,0.0,-18.06560645984783,-2.2304832713754648,0.0,-2.1505376344086025,0.0,-2.2641509433962264,0.0,0.0,
TCC스틸,2018,사업보고서,47025270.75812274,263.0,14.0,277.0,0.0,263.0,0.0,14.0,0.0,54.044465468306534,0.0,0.0,1.465201465201465,-100.0,1.5444015444015444,-100.0,0.0,
TCC스틸,2019,반기보고서,30686131.386861313,261.0,13.0,274.0,0.0,261.0,0.0,13.0,0.0,-34.745444540453065,-0.7604562737642585,-7.142857142857142,-1.083032490974729,,-0.7604562737642585,,-7.142857142857142,
TCC스틸,2019,사업보고서,46374545.45454545,262.0,13.0,275.0,0.0,262.0,0.0,13.0,0.0,51.12542167632558,0.38314176245210724,0.0,0.36496350364963503,,0.38314176245210724,,0.0,
TCC스틸,2020,반기보고서,31414545.454545453,262.0,13.0,275.0,0.0,262.0,0.0,13.0,0.0,-32.25907629577354,0.0,0.0,0.0,,0.0,,0.0,
TCC스틸,2020,사업보고서,40892988.9298893,258.0,13.0,271.0,0.0,258.0,0.0,13.0,0.0,30.172149041782127,-1.5267175572519083,0.0,-1.4545454545454546,,-1.5267175572519083,,0.0,
TCC스틸,2021,반기보고서,31601476.014760148,260.0,11.0,271.0,0.0,260.0,0.0,11.0,0.0,-22.721530409673342,0.7751937984496124,-15.384615384615385,0.0,,0.7751937984496124,,-15.384615384615385,
TCC스틸,2021,사업보고서,49057761.73285198,266.0,11.0,276.0,1.0,266.0,0.0,10.0,1.0,55.238830331654455,2.307692307692308,0.0,1.8450184501845017,,2.307692307692308,,-9.090909090909092,
TCC스틸,2022,반기보고서,33232472.324723247,260.0,11.0,271.0,0.0,260.0,0.0,11.0,0.0,-32.25848234639532,-2.2556390977443606,0.0,-1.8115942028985508,-100.0,-2.2556390977443606,,10.0,-100.0
TCC스틸,2022,사업보고서,59294545.45454545,262.0,13.0,275.0,0.0,262.0,0.0,13.0,0.0,78.42351563604062,0.7692307692307693,18.181818181818183,1.4760147601476015,,0.7692307692307693,,18.181818181818183,
TCC스틸,2023,반기보고서,35775735.294117644,258.0,14.0,272.0,0.0,258.0,0.0,14.0,0.0,-39.664373814041745,-1.5267175572519083,7.6923076923076925,-1.090909090909091,,-1.5267175572519083,,7.6923076923076925,
TCC스틸,2023,사업보고서,47385964.9122807,270.0,15.0,278.0,7.0,264.0,6.0,14.0,1.0,32.45280501634314,4.651162790697675,7.142857142857142,2.2058823529411766,,2.3255813953488373,,0.0,
TCC스틸,2024,반기보고서,37177304.96453901,267.0,15.0,273.0,9.0,261.0,6.0,12.0,3.0,-21.543636320669258,-1.1111111111111112,0.0,-1.7985611510791366,28.57142857142857,-1.1363636363636365,0.0,-14.285714285714285,200.0
TCC스틸,2024,사업보고서,46333333.333333336,271.0,17.0,277.0,11.0,265.0,6.0,12.0,5.0,24.6280045784052,1.4981273408239701,13.333333333333334,1.465201465201465,22.22222222222222,1.532567049808429,0.0,0.0,66.66666666666666
TP,2016,반기보고서,27062838.915470496,288.0,339.0,597.0,30.0,268.0,20.0,329.0,10.0,,,,,,,,,
TP,2016,사업보고서,25191761.832061067,291.0,364.0,627.0,28.0,273.0,18.0,354.0,10.0,-6.91382411599038,1.0416666666666665,7.374631268436578,5.025125628140704,-6.666666666666667,1.8656716417910446,-10.0,7.598784194528875,0.0
TP,2017,반기보고서,25506133.62701909,288.0,393.0,653.0,28.0,272.0,16.0,381.0,12.0,1.2479150805479853,-1.0309278350515463,7.967032967032966,4.146730462519936,0.0,-0.3663003663003663,-11.11111111111111,7.627118644067797,20.0
TP,2017,사업보고서,26553721.633888047,272.0,389.0,628.0,33.0,256.0,16.0,372.0,17.0,4.107200339291057,-5.555555555555555,-1.0178117048346056,-3.828483920367534,17.857142857142858,-5.88235294117647,0.0,-2.3622047244094486,41.66666666666667
TP,2018,반기보고서,27589921.875,255.0,385.0,614.0,26.0,242.0,13.0,372.0,13.0,3.902278766790817,-6.25,-1.0282776349614395,-2.229299363057325,-21.21212121212121,-5.46875,-18.75,0.0,-23.52941176470588
TP,2018,사업보고서,30443765.478424016,229.0,304.0,508.0,25.0,216.0,13.0,292.0,12.0,10.343790085212108,-10.196078431372548,-21.038961038961038,-17.263843648208468,-3.8461538461538463,-10.743801652892563,0.0,-21.50537634408602,-7.6923076923076925
TP,2019,반기보고서,31752339.18128655,213.0,300.0,489.0,24.0,199.0,14.0,290.0,10.0,4.298330650950329,-6.986899563318777,-1.3157894736842104,-3.740157480314961,-4.0,-7.87037037037037,7.6923076923076925,-0.684931506849315,-16.666666666666664
TP,2019,사업보고서,34389776.42276423,210.0,282.0,472.0,20.0,199.0,11.0,273.0,9.0,8.306276984569585,-1.4084507042253522,-6.0,-3.476482617586912,-16.666666666666664,0.0,-21.428571428571427,-5.862068965517241,-10.0
TP,2020,반기보고서,29289432.098765433,203.0,283.0,469.0,17.0,195.0,8.0,274.0,9.0,-14.83099006314747,-3.3333333333333335,0.3546099290780142,-0.6355932203389831,-15.0,-2.0100502512562812,-27.27272727272727,0.3663003663003663,0.0
TP,2020,사업보고서,31478538.94736842,200.0,275.0,460.0,15.0,192.0,8.0,268.0,7.0,7.474050166699067,-1.477832512315271,-2.8268551236749118,-1.9189765458422177,-11.76470588235294,-1.5384615384615385,0.0,-2.18978102189781,-22.22222222222222
TP,2021,반기보고서,33375644.341801386,182.0,251.0,419.0,14.0,176.0,6.0,243.0,8.0,6.026662792720124,-9.0,-8.727272727272728,-8.91304347826087,-6.666666666666667,-8.333333333333332,-25.0,-9.328358208955224,14.285714285714285
TP,2021,사업보고서,22552777.011494253,189.0,246.0,422.0,13.0,183.0,6.0,239.0,7.0,-32.4274408591777,3.8461538461538463,-1.9920318725099602,0.7159904534606205,-7.142857142857142,3.977272727272727,0.0,-1.646090534979424,-12.5
TP,2022,반기보고서,23840688.654353563,163.0,216.0,364.0,15.0,158.0,5.0,206.0,10.0,5.710656573258861,-13.756613756613756,-12.195121951219512,-13.744075829383887,15.384615384615385,-13.661202185792352,-16.666666666666664,-13.807531380753138,42.857142857142854
TP,2022,사업보고서,25266598.24046921,146.0,195.0,327.0,14.0,141.0,5.0,186.0,9.0,5.9809916013280136,-10.429447852760736,-9.722222222222223,-10.164835164835164,-6.666666666666667,-10.759493670886076,0.0,-9.70873786407767,-10.0
TP,2023,반기보고서,26930990.769230768,141.0,184.0,314.0,11.0,138.0,3.0,176.0,8.0,6.587323362334232,-3.4246575342465753,-5.641025641025641,-3.9755351681957185,-21.428571428571427,-2.127659574468085,-40.0,-5.376344086021505,-11.11111111111111
TP,2023,사업보고서,23961695.081967212,135.0,170.0,296.0,9.0,133.0,2.0,163.0,7.0,-11.025571664656466,-4.25531914893617,-7.608695652173914,-5.7324840764331215,-18.181818181818183,-3.6231884057971016,-33.33333333333333,-7.386363636363637,-12.5
TP,2024,반기보고서,24532595.23809524,126.0,168.0,283.0,11.0,124.0,2.0,159.0,9.0,2.3825532967309453,-6.666666666666667,-1.1764705882352942,-4.391891891891892,22.22222222222222,-6.7669172932330826,0.0,-2.4539877300613497,28.57142857142857
TP,2024,사업보고서,24947158.450704224,120.0,164.0,274.0,10.0,117.0,3.0,157.0,7.0,1.6898465432847256,-4.761904761904762,-2.380952380952381,-3.180212014134275,-9.090909090909092,-5.64516129032258,50.0,-1.257861635220126,-22.22222222222222
TYM,2016,반기보고서,25102777.777777776,592.0,128.0,691.0,29.0,564.0,28.0,127.0,1.0,,,,,,,,,
TYM,2016,사업보고서,29281751.82481752,562.0,123.0,655.0,30.0,544.0,18.0,111.0,12.0,16.647456644177357,-5.0675675675675675,-3.90625,-5.209840810419681,3.4482758620689653,-3.546099290780142,-35.714285714285715,-12.598425196850393,1100.0
TYM,2017,반기보고서,29288159.771754637,580.0,121.0,648.0,53.0,536.0,44.0,112.0,9.0,0.02188375536905794,3.202846975088968,-1.6260162601626018,-1.0687022900763359,76.66666666666667,-1.4705882352941175,144.44444444444443,0.9009009009009009,-25.0
TYM,2017,사업보고서,25921804.511278197,545.0,120.0,646.0,19.0,536.0,9.0,110.0,10.0,-11.493911828912301,-6.0344827586206895,-0.8264462809917356,-0.30864197530864196,-64.15094339622641,0.0,-79.54545454545455,-1.7857142857142856,11.11111111111111
TYM,2018,반기보고서,26049723.756906077,589.0,135.0,667.0,57.0,547.0,42.0,120.0,15.0,0.4934812527122651,8.073394495412845,12.5,3.2507739938080498,200.0,2.0522388059701493,366.66666666666663,9.090909090909092,50.0
TYM,2018,사업보고서,29371959.942775395,571.0,128.0,668.0,31.0,550.0,21.0,118.0,10.0,12.753441137695578,-3.0560271646859083,-5.185185185185185,0.14992503748125938,-45.614035087719294,0.5484460694698354,-50.0,-1.6666666666666667,-33.33333333333333
TYM,2019,반기보고서,27247747.74774775,543.0,123.0,645.0,21.0,530.0,13.0,115.0,8.0,-7.232109124369608,-4.903677758318739,-3.90625,-3.44311377245509,-32.25806451612903,-3.6363636363636362,-38.095238095238095,-2.5423728813559325,-20.0
TYM,2019,사업보고서,32040909.09090909,538.0,122.0,639.0,21.0,525.0,13.0,114.0,8.0,17.59103683554005,-0.9208103130755065,-0.8130081300813009,-0.9302325581395349,0.0,-0.9433962264150944,0.0,-0.8695652173913043,0.0
TYM,2020,반기보고서,27113884.555382214,525.0,116.0,637.0,4.0,521.0,4.0,116.0,0.0,-15.377293202098349,-2.41635687732342,-4.918032786885246,-0.3129890453834116,-80.95238095238095,-0.7619047619047619,-69.23076923076923,1.7543859649122806,-100.0
TYM,2020,사업보고서,11713550.600343052,482.0,101.0,561.0,22.0,460.0,22.0,101.0,0.0,-56.79870002980497,-8.190476190476192,-12.931034482758621,-11.930926216640502,450.0,-11.708253358925145,450.0,-12.931034482758621,
TYM,2021,반기보고서,28548611.111111112,491.0,85.0,544.0,32.0,459.0,32.0,85.0,0.0,143.72295032622316,1.8672199170124482,-15.841584158415841,-3.0303030303030303,45.45454545454545,-0.21739130434782608,45.45454545454545,-15.841584158415841,
TYM,2021,사업보고서,28139384.11669368,532.0,85.0,534.0,83.0,458.0,74.0,76.0,9.0,-1.4334392409659524,8.350305498981669,0.0,-1.8382352941176472,159.375,-0.2178649237472767,131.25,-10.588235294117647,
TYM,2022,반기보고서,29926829.268292684,531.0,84.0,519.0,96.0,446.0,85.0,73.0,11.0,6.352111845044268,-0.18796992481203006,-1.1764705882352942,-2.8089887640449436,15.66265060240964,-2.6200873362445414,14.864864864864865,-3.9473684210526314,22.22222222222222
TYM,2022,사업보고서,36453759.72342265,1040.0,117.0,926.0,231.0,833.0,207.0,93.0,24.0,21.80962906767143,95.85687382297552,39.285714285714285,78.42003853564547,140.625,86.7713004484305,143.52941176470588,27.397260273972602,118.18181818181819
TYM,2023,반기보고서,33382681.56424581,953.0,121.0,944.0,130.0,838.0,115.0,106.0,15.0,-8.424585509086945,-8.365384615384615,3.418803418803419,1.9438444924406046,-43.722943722943725,0.6002400960384154,-44.44444444444444,13.978494623655912,-37.5
TYM,2023,사업보고서,35528780.487804875,912.0,113.0,945.0,80.0,848.0,64.0,97.0,16.0,6.428779304109661,-4.3022035676810075,-6.6115702479338845,0.1059322033898305,-38.46153846153847,1.1933174224343674,-44.34782608695652,-8.49056603773585,6.666666666666667
TYM,2024,반기보고서,35430221.36669875,923.0,116.0,952.0,87.0,853.0,70.0,99.0,17.0,-0.27740642868379756,1.2061403508771928,2.6548672566371683,0.7407407407407408,8.75,0.589622641509434,9.375,2.0618556701030926,6.25
TYM,2024,사업보고서,35277939.7473275,915.0,114.0,951.0,78.0,852.0,63.0,99.0,15.0,-0.42980713497427203,-0.8667388949079089,-1.7241379310344827,-0.10504201680672269,-10.344827586206897,-0.11723329425556857,-10.0,0.0,-11.76470588235294
WISCOM,2016,반기보고서,26166666.666666668,238.0,14.0,219.0,33.0,205.0,33.0,14.0,0.0,,,,,,,,,
WISCOM,2016,사업보고서,26052631.57894737,234.0,13.0,213.0,34.0,200.0,34.0,13.0,0.0,-0.43580288300369,-1.680672268907563,-7.142857142857142,-2.73972602739726,3.0303030303030303,-2.4390243902439024,3.0303030303030303,-7.142857142857142,
WISCOM,2017,반기보고서,25.282868525896415,237.0,14.0,216.0,35.0,202.0,35.0,14.0,0.0,-99.99990295464606,1.282051282051282,7.6923076923076925,1.4084507042253522,2.941176470588235,1.0,2.941176470588235,7.6923076923076925,
WISCOM,2017,사업보고서,51431426.02419355,235.0,13.0,212.0,36.0,199.0,36.0,13.0,0.0,203423914.05724204,-0.8438818565400843,-7.142857142857142,-1.8518518518518516,2.857142857142857,-1.4851485148514851,2.857142857142857,-7.142857142857142,
WISCOM,2018,반기보고서,26.642857142857142,237.0,15.0,212.0,40.0,198.0,39.0,14.0,1.0,-99.99994819731981,0.851063829787234,15.384615384615385,0.0,11.11111111111111,-0.5025125628140703,8.333333333333332,7.6923076923076925,
WISCOM,2018,사업보고서,54494091.31764706,240.0,15.0,199.0,56.0,185.0,55.0,14.0,1.0,204535363.39063242,1.2658227848101267,0.0,-6.132075471698113,40.0,-6.565656565656567,41.02564102564102,0.0,0.0
WISCOM,2019,반기보고서,29384920.634920634,238.0,14.0,207.0,45.0,194.0,44.0,13.0,1.0,-46.07686829084755,-0.8333333333333334,-6.666666666666667,4.0201005025125625,-19.642857142857142,4.864864864864865,-20.0,-7.142857142857142,0.0
WISCOM,2019,사업보고서,28506072.874493927,233.0,14.0,203.0,44.0,190.0,43.0,13.0,1.0,-2.9908120949025023,-2.100840336134454,0.0,-1.932367149758454,-2.2222222222222223,-2.0618556701030926,-2.272727272727273,0.0,0.0
WISCOM,2020,반기보고서,29731404.958677687,228.0,14.0,203.0,39.0,190.0,38.0,13.0,1.0,4.2984948841555,-2.1459227467811157,0.0,0.0,-11.363636363636363,0.0,-11.627906976744185,0.0,0.0
WISCOM,2020,사업보고서,30069672.13114754,230.0,14.0,207.0,37.0,194.0,36.0,13.0,1.0,1.1377436516706707,0.8771929824561403,0.0,1.9704433497536946,-5.128205128205128,2.1052631578947367,-5.263157894736842,0.0,0.0
WISCOM,2021,반기보고서,29758196.721311476,230.0,14.0,205.0,39.0,192.0,38.0,13.0,1.0,-1.035845713506881,0.0,0.0,-0.966183574879227,5.405405405405405,-1.0309278350515463,5.555555555555555,0.0,0.0
WISCOM,2021,사업보고서,30560669.456066947,225.0,14.0,196.0,43.0,183.0,42.0,13.0,1.0,2.6966443641417848,-2.1739130434782608,0.0,-4.390243902439024,10.256410256410255,-4.6875,10.526315789473683,0.0,0.0
WISCOM,2022,반기보고서,30562753.036437247,235.0,12.0,205.0,42.0,194.0,41.0,11.0,1.0,0.006817849240164085,4.444444444444445,-14.285714285714285,4.591836734693878,-2.3255813953488373,6.0109289617486334,-2.380952380952381,-15.384615384615385,0.0
WISCOM,2022,사업보고서,30764957.264957264,223.0,11.0,191.0,43.0,181.0,42.0,10.0,1.0,0.6616034500522483,-5.106382978723404,-8.333333333333332,-6.829268292682928,2.380952380952381,-6.701030927835052,2.4390243902439024,-9.090909090909092,0.0
WISCOM,2023,반기보고서,31004329.004329003,220.0,11.0,195.0,36.0,185.0,35.0,10.0,1.0,0.7780662177106127,-1.345291479820628,0.0,2.094240837696335,-16.27906976744186,2.209944751381215,-16.666666666666664,0.0,0.0
WISCOM,2023,사업보고서,31346320.346320346,220.0,11.0,190.0,41.0,180.0,40.0,10.0,1.0,1.1030438425020965,0.0,0.0,-2.564102564102564,13.88888888888889,-2.7027027027027026,14.285714285714285,0.0,0.0
WISCOM,2024,반기보고서,31956521.739130434,217.0,13.0,187.0,43.0,175.0,42.0,12.0,1.0,1.9466444101523304,-1.3636363636363635,18.181818181818183,-1.5789473684210527,4.878048780487805,-2.7777777777777777,5.0,20.0,0.0
WISCOM,2024,사업보고서,34173333.333333336,215.0,10.0,184.0,41.0,175.0,40.0,9.0,1.0,6.936961451247177,-0.9216589861751152,-23.076923076923077,-1.6042780748663104,-4.651162790697675,0.0,-4.761904761904762,-25.0,0.0
YG PLUS,2016,반기보고서,20627450.980392158,26.0,25.0,48.0,3.0,25.0,1.0,23.0,2.0,,,,,,,,,
YG PLUS,2016,사업보고서,26409836.06557377,28.0,33.0,59.0,2.0,27.0,1.0,32.0,1.0,28.032475222838617,7.6923076923076925,32.0,22.916666666666664,-33.33333333333333,8.0,0.0,39.130434782608695,-50.0
YG PLUS,2017,반기보고서,20836734.69387755,17.0,32.0,46.0,3.0,15.0,2.0,31.0,1.0,-21.102370184572898,-39.285714285714285,-3.0303030303030303,-22.033898305084744,50.0,-44.44444444444444,100.0,-3.125,0.0
YG PLUS,2017,사업보고서,13602739.726027397,30.0,43.0,70.0,3.0,30.0,0.0,40.0,3.0,-34.717507681161365,76.47058823529412,34.375,52.17391304347826,0.0,100.0,-100.0,29.03225806451613,200.0
YG PLUS,2018,반기보고서,23146666.666666668,34.0,41.0,74.0,1.0,34.0,0.0,40.0,1.0,70.16179926149715,13.333333333333334,-4.651162790697675,5.714285714285714,-66.66666666666666,13.333333333333334,,0.0,-66.66666666666666
YG PLUS,2018,사업보고서,20583333.333333332,36.0,48.0,81.0,3.0,36.0,0.0,45.0,3.0,-11.074308755760379,5.88235294117647,17.073170731707318,9.45945945945946,200.0,5.88235294117647,,12.5,200.0
YG PLUS,2019,반기보고서,22390804.59770115,35.0,52.0,83.0,4.0,35.0,0.0,48.0,4.0,8.781236911908433,-2.7777777777777777,8.333333333333332,2.4691358024691357,33.33333333333333,-2.7777777777777777,,6.666666666666667,33.33333333333333
YG PLUS,2019,사업보고서,19222222.222222224,32.0,49.0,79.0,2.0,32.0,0.0,47.0,2.0,-14.151266255989048,-8.571428571428571,-5.769230769230769,-4.819277108433735,-50.0,-8.571428571428571,,-2.083333333333333,-50.0
YG PLUS,2020,반기보고서,23293333.333333332,29.0,46.0,75.0,0.0,29.0,0.0,46.0,0.0,21.17919075144507,-9.375,-6.122448979591836,-5.063291139240507,-100.0,-9.375,,-2.127659574468085,-100.0
YG PLUS,2020,사업보고서,45074074.074074075,30.0,51.0,75.0,6.0,30.0,0.0,45.0,6.0,93.50632830884692,3.4482758620689653,10.869565217391305,0.0,,3.4482758620689653,,-2.1739130434782608,
